132;mf fr
917;mf fr
1616;mf fr
1904;mf fr
4745;pp in
6646;fo in
8359;p in      
9679;p in
11160;fo eh
12207;pp b
12680;pp ss
19798;pp ss
26800;pp eh
28195;p eh
29242;mf eh
30653;fo eh
31501;ff eh 
36352;fo m
39215;fo m
46091;ff mt
49498;ff mt
56602;m ss
103265;fo ss 
107205;p ss 
112469;mf mel 
152859;f mel
159040;ff b
203138;ff b 
205427;ff b
207637;ff b 
212455;end end
