699;A s hi nv mf
1598;B l hi X mf
5451;C s hi X mf
5914;M m X X p
7290;B s lo X p
7880;F s X X X
8605;B l lo X p
11455;C s lo X p
11928;M s X X p
12634;C s lo X p
13369;M m X X p
14519;C m me X mf
15330;F s X X X
15850;C s hi X mf
16476;fine
16644;C s hi X mf
17382;F s X X X
17758;C m hi X mf
18906;F s X X X
19347;C m hi X mf
20431;F l X X X
21534;C s me X mf
22065;fine
22590;C s me X mf
23063;fine
23404;B l hi X f
27924;C s hi X mf
28405;fine
29219;C s lo X p
29838;F s X X X
30593;B m me X p
31988;C s X X p
32441;fine
32808;C m X X p
33431;M s X X p
33962;C m me X f
34664;fine
35057;C s hi X mf
35522;fine
35574;C s hi X mf
36153;fine
36904;C m hi X mf
38014;fine
38806;C s me X mf
39202;M l X X p
40913;C m lo X mf
42139;fine
43645;C m lo X p
44927;fine
45493;C m lo X p
46626;fine
47545;D s lo X p
48025;F s X X X
48653;C m lo X p
49160;F s X X X
49934;B l lo X p
52980;C s me X f
53302;fine
54409;B l me X mf
57837;fine
57876;C m hi X mf
58362;M m X X p
59256;C l hi X f
60534;fine
61191;C l hi X f
62488;fine
62969;D s lo X f
63542;M s X X p
63959;D s lo X p
64220;fine
64371;M l X X p
67497;D m lo X p
68008;fine
68486;C m lo X p
68996;F l X X X
71057;M m lo X p
72064;fine
72905;C s me X mf
73335;fine
73374;C m me X p
73940;F m X X X
74704;M s X X X
75420;A l hi nv f
78587;fine
78594;C s hi X f
79135;F m X X X
80384;M m X X p
81967;fine
82217;A m hi nv mf
84334;B l hi X f
87029;C s hi X f
87557;fine
87697;F l X X X
91105;M m X X p
92524;fine
92965;A m me X X
96400;A m me mv X
99367;C s lo X p
99815;fine
99887;F m X X X
101954;M m X X p
103228;fine
103534;C m hi X f
104131;C m hi X f
104666;A l hi mv f
107267;D s hi X f
107585;fine
107800;F l X X X
111334;M m X X X
112927;fine
113070;A l hi X f
118202;A l hi mv f
119553;A l hi X f
121516;C l hi X mf
122901;F m X X X
124317;M l X X X
126252;fine
126590;A l lo nv p
128684;A l lo X p
131222;A l lo v p
133596;fine
133693;C m me X p
134279;fine
134391;F l X X X
137275;M m X X X
138322;fine
138490;B l me X mf
141826;A m hi nv mf
143951;C l hi X mf
144914;fine
144992;M l X X X
146884;F m X X X
148098;fine
148158;A l hi nv mf
151231;B l hi X mf
153784;C s hi X mf
154259;fine
154302;F m X X X
155753;M l X X X
157427;fine
157530;C l hi X mf
158407;C l hi X f
159298;F l X X X
161162;C m lo X p
161700;C m lo X p
162708;A l lo nv p
164807;A l lo mv p
167670;F m X X X
169460;M m X X X
170936;F m X X X
171813;A s hi v p
172325;A m hi v p
173365;A s hi v mf
175259;A s hi nv f
177693;C s hi X f
178170;C s hi X f
178625;C s hi X mf
179186;fine
179499;A l lo X p
181493;A l lo mv p
184452;C m lo X p
185100;M s X X X
185740;A l me X p
187793;A l me mv mf
189881;C m me X mf
190466;M s X X X
191128;A l hi X f
197137;A l hi nv f
198980;C m hi X f
199841;fine
200290;B l lo X p
202856;fine
203049;C s me X mf
203514;C s me X mf
204063;fine
204371;M s X X X
204924;fine
205093;B s lo X p
206368;B s lo X p
207157;A l lo X p
209298;C s lo X p
209910;fine
210177;A l me X mf
214293;C s hi X mf
214874;M s X X X
215234;fine
215315;C s hi X f
215896;C s hi X f
