216419;C s hi X f
217197;A l hi X f
218608;A l hi mv f
221905;C s hi X f
222589;fine
223090;M s X X X
223509;fine
223535;C m hi X f
224123;C m hi X f
225130;M m X X X
225538;fine
225588;C m hi X f
226152;C l hi X f
227079;C m lo X p
227596;A m lo X p
229025;A l lo mv p
234443;C m me X p
235207;M s X X X
235668;fine
235762;A s me X p
236803;A s me v p
238408;A s me X p
238877;fine
239183;B l me X mf
241534;B m me X p
243054;B s me X p
243684;fine
243778;M s X X X
244564;fine
245020;A m me X mf
246828;A m me mv mf
248427;A s me v p
249075;A m me X p
250259;C m me X mf
250797;F s X X X
251230;C s me X mf
251949;C s me X mf
252588;F m X X X
253304;fine
253356;A m hi X f
254701;A m hi mv f
256868;D s hi X mf
257236;M l X X X
258380;fine
258454;M l X X X
260054;fine
260292;A l hi nv mf
262547;A s hi X mf
263630;A l me mv mf
265330;C m hi X mf
266080;A l hi nv mf
268414;A m hi nv mf
269823;fine
269848;F X X X X
270635;C s lo X p
271497;C s lo X p
272582;A m me X mf
274851;B m me X p
276419;D s hi X p
276645;fine
276719;M m X X X
277776;fine
277849;C m hi X mf
278383;C m hi X mf
279022;A l me nv mf
280542;A l me v mf
283419;A l me v mf
286410;D s lo X mf
286649;fine
286679;M m X X X
287557;C m me X p
288115;C m me X p
288752;C m me X p
289365;C m hi X p
289939;D s hi X mf
290130;fine
290188;D s me X mf
290396;fine
290496;D s hi X p
290727;D s me X p
291027;M s X X X
291409;A m hi v mf
293305;A l hi nv f
295642;B l hi X mf
297373;M m X X X
298276;B l hi X f
299931;D s hi X f
300379;fine
301540;C l hi X f
303624;C s lo X p
304098;A m lo v p
306856;A l lo X p
312213;D s hi X mf
312589;M m X X X
314028;B m me X p
316137;D s lo X p
316326;fine
317327;B m me X mf
319023;A l me nv p
321246;C s me X p
321886;M m X X X
322905;C s hi X p
323616;C s hi X p
324247;A m hi mv p
325495;A l hi nv f
328182;M m X X X
329492;A l hi X mf
332644;A l hi mv mf
334113;A l hi nv mf
335810;B m hi X p
338011;D s lo X p
338630;fine
340587;A l hi v f
342464;C s hi X f
342986;C s hi X f
343495;A l me nv p
345696;C m me X p
346666;M m X X X
348760;fine
348848;C m hi X p
349800;C m hi X p
350775;C m hi X mf
351729;B m me X p
353265;A l me nv mf
355611;B m me X p
357040;C s lo X p
357433;C s lo X p
357921;C s lo X p
358383;C s lo X p
358895;fine
359082;F s X X X
359953;M m X X X
361915;A m me mv mf
364437;fine
364606;A m me nv mf
366278;C s hi X mf
366793;C s hi X mf
367383;C s hi X mf
367958;A l hi nv mf
369981;A l hi mv mf
371833;C s hi X mf
372622;F m X X X
373715;M l X X X
375251;fine
375452;C s hi X mf
376120;A l me nv mf
378419;C s hi X mf
379057;A l me nv mf
381223;A m me mv mf
382716;C s me X p
383079;C s me X p
383457;C s me X p
383893;F X X X X
385305;M s X X X
386530;C s lo X p
387213;A m lo nv p
388904;C s lo X p
389604;fine
392215;A m me v mf
394463;B m me X mf
395573;fine
395672;A m me nv p
397098;A m me v p
399710;C s me X p
